Search term,Campaign,Ad group,Match type,Added/Excluded,Clicks,Impr.,Cost,Conversions,RECOMMENDATION,REASON
swim camp summer,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
camp edey,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
heritage summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
rowing summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
gifted summer programs near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer camp huntington,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,1,4,1.11,0.00,OK,Appears relevant
local summer camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer camp hockey,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
boces summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camps new rochelle,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer programs for 4 year old near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
tarrytown arts camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,14,0.00,0.00,OK,Appears relevant
camps for 15 year old boys,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
qdbp,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
science camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
fitness camp for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
programs for kids in the summer,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer day camps in long island ny,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
sports camp basketball,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
music camps for children,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
kids soccer camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),Added,1,5,2.77,0.00,OK,Appears relevant
basketball training programs near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match (close variant),None,2,3,4.21,0.00,OK,Appears relevant
cowgirl camp,CM - Nonbranded - Geo Priorities (MxCx),Horseback Riding,Phrase match (close variant),None,0,14,0.00,0.00,OK,Appears relevant
summer camps in suffolk,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,2,7,4.61,0.00,OK,Appears relevant
engineering summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
all girls summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
emia dance summer intensive,CM - Nonbranded - Geo Priorities (MxCx),Dance Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
ossining summer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,14,0.00,0.00,OK,Appears relevant
summer camps for kids 8 years old,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
basketball camp in new york,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,6,3.04,0.00,OK,Appears relevant
kids tennis camp summer,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,6,0.00,0.00,OK,Appears relevant
utr tennis,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,11,0.00,0.00,OK,Appears relevant
soccer youth camps,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Exact match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
tennis summer camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
kumon camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
the y summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,14,0.00,0.00,OK,Appears relevant
three village rec camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,4,2.83,0.00,OK,Appears relevant
barcelona camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,7,0.00,0.00,OK,Appears relevant
place to play tennis near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
future star promo code,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,1,1,2.63,0.00,OK,Brand term matched: 'future star'
future stars camp price,CM - Branded (Mx.Clicks),Future Stars Camp Brand,Phrase match,None,2,5,3.40,0.00,OK,Brand term matched: 'future stars'
boundless adventures camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,1,2,5.50,0.00,OK,Appears relevant
fastbreak sports camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,4,0.00,0.00,OK,Appears relevant
suny purchase summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,1,10,18.07,0.00,OK,Appears relevant
summer camp finder,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
suffolk county summer camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,3,0.00,0.00,OK,Appears relevant
usta player development camp,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
kickball summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
dance summer camp near me,CM - Nonbranded - Other Geos (MxConv),Dance Camps,Exact match (close variant),None,1,6,3.53,0.00,OK,Appears relevant
basketball clinics near me,CM - Nonbranded - Other Geos (MxConv),Basketball Camp,Phrase match (close variant),Added,0,6,0.00,0.00,OK,Appears relevant
swain summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
riding camps near me,CM - Nonbranded - Other Geos (MxConv),Horseback Riding,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
best summer camps for teens,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
white plains summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,4,0.00,0.00,OK,Appears relevant
camp tech revolution,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
summer camp port chester ny,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Broad match,None,0,2,0.00,0.00,OK,Appears relevant
usta tennis camps,CM - Nonbranded - Other Geos (MxConv),Tennis Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
congresso summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
summer volleyball programs near me,CM - Nonbranded - Other Geos (MxConv),Volleyball Camps,Exact match (close variant),None,0,6,0.00,0.00,OK,Appears relevant
east end lacrosse camp,CM - Nonbranded - Other Geos (MxConv),Lacrosse Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
ftc summer camp,CM - Nonbranded - Other Geos (MxConv),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
summer basketball long island,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Exact match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
camp d été,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,1,2,2.82,0.00,OK,Appears relevant
boys basketball camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
liverpool fc summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
art gaines baseball camp,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
nature camps long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,8,3.30,0.00,OK,Appears relevant
pickleball summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,14,2.46,0.00,OK,Appears relevant
basketball camps for youth boys,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
arts and crafts summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camp field trips,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
lacrosse camps summer 2026 near me,CM - Nonbranded - Geo Priorities (MxCx),Lacrosse Camps,Phrase match,None,1,10,2.71,0.00,OK,Appears relevant
volleyball rec near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
camp oxford guilford,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer camp commack,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,1,2.68,0.00,OK,Appears relevant
where to play indoor volleyball near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
cougar camp commack,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
happy trails day camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
crew summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
east hanover summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
visions summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
new paltz volleyball camp,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
crestwood day camp tuition,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,1,4,3.20,0.00,OK,Appears relevant
hockey summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
summer programs for kids in long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
liu hockey camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
tennis camp for kids,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Phrase match (close variant),None,2,25,5.71,0.00,OK,Appears relevant
greenport summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
cross country camps summer 2026 near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
camp chipinaw,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
summer camps open,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camps near,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Exact match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
parkour summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
wildcats sports camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
kings bay y summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
robin hood day camp long island,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
campwdaycamp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,14,0.00,0.00,OK,Appears relevant
sachem soccer summer camp,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
summer sports programs,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
summer school for kids,CM - Nonbranded - Geo Priorities (MxCx),Soccer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
sports camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Exact match (close variant),Added,0,4,0.00,0.00,OK,Appears relevant
summer soccer camps,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
tennis lessons children,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,4,0.00,0.00,OK,Appears relevant
kings park summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,4,0.00,0.00,OK,Appears relevant
next level summer camp,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
core baseball,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer camp circus,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
cheer camp 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,1,2,2.97,0.00,OK,Appears relevant
central meadow baseball camp,CM - Nonbranded - Geo Priorities (MxCx),Baseball Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
haddonfield plays and players summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
volleyball coaching near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Exact match (close variant),None,3,19,6.71,1.00,OK,Appears relevant
kid sports near me,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,1,0.00,0.00,OK,Appears relevant
basketball camps for 10 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Basketball Camp,Phrase match,None,1,2,3.17,0.00,OK,Appears relevant
soccer camps for kids near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,5,0.00,0.00,OK,Appears relevant
golf summer camp near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,2,28,5.53,0.50,OK,Appears relevant
volleyball for 11 year olds near me,CM - Nonbranded - Geo Priorities (MxCx),Volleyball Camps,Phrase match (close variant),None,0,2,0.00,0.00,OK,Appears relevant
gymnastics camps 2026,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
summer sports camp near me,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
new york edge summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,3,0.00,0.00,OK,Appears relevant
figure skating summer camps near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
waverly summer camp,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,1,0.00,0.00,OK,Appears relevant
sporttime,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,21,0.00,0.00,OK,Appears relevant
soccer for summer near me,CM - Nonbranded - Geo Priorities (MxCx),Summer Camps,Phrase match (close variant),None,0,3,0.00,0.00,OK,Appears relevant
football camps for high school students,CM - Nonbranded - Geo Priorities (MxCx),Football Camps,Phrase match,None,0,2,0.00,0.00,OK,Appears relevant
suffolk county summer camps,CM - Nonbranded - Geo Priorities (MxCx),Tennis Camps,Broad match,None,0,6,0.00,0.00,OK,Appears relevant
flex work sports camps,CM - Nonbranded - Geo Priorities (MxCx),Sports Camps,Phrase match,None,0,1,0.00,0.00,OK,Appears relevant
